OBJECTID,FID_BANJIR,ID,GRIDCODE,kelurahan,kecamatan,kota_administrasi,kode_kelurahan,kode_kecamatan,kode_kota,risk_class,shape_area,shape_len,city,baseline_score
987,618,619,3,JEMBATAN LIMA,TAMBORA,KOTA ADM. JAKARTA BARAT,31.73.04.1008,31.73.04,31.73,BERAT,365566.8967318,2766.24372192336,JAKARTA BARAT,0.9
988,618,619,3,PEKOJAN,TAMBORA,KOTA ADM. JAKARTA BARAT,31.73.04.1009,31.73.04,31.73,BERAT,637673.822723421,4008.41572835898,JAKARTA BARAT,0.9
989,618,619,3,ROA MALAKA,TAMBORA,KOTA ADM. JAKARTA BARAT,31.73.04.1010,31.73.04,31.73,BERAT,91488.1765970757,2537.8142030892905,JAKARTA BARAT,0.9
990,618,619,3,UTAN KAYU SELATAN,MATRAMAN,KOTA ADM. JAKARTA TIMUR,31.75.01.1006,31.75.01,31.75,BERAT,669873.743763543,4206.5437535651,JAKARTA TIMUR,0.9
991,618,619,3,CIPINANG,PULOGADUNG,KOTA ADM. JAKARTA TIMUR,31.75.02.1003,31.75.02,31.75,BERAT,801372.998179842,7288.67818830634,JAKARTA TIMUR,0.9
992,618,619,3,JATINEGARA KAUM,PULOGADUNG,KOTA ADM. JAKARTA TIMUR,31.75.02.1004,31.75.02,31.75,BERAT,1146589.34410343,8170.73113079079,JAKARTA TIMUR,0.9
993,618,619,3,RAWAMANGUN,PULOGADUNG,KOTA ADM. JAKARTA TIMUR,31.75.02.1005,31.75.02,31.75,BERAT,895770.553342288,9633.155233396072,JAKARTA TIMUR,0.9
994,618,619,3,PULO GADUNG,PULOGADUNG,KOTA ADM. JAKARTA TIMUR,31.75.02.1001,31.75.02,31.75,BERAT,1139122.97247178,7815.357316359111,JAKARTA TIMUR,0.9
995,618,619,3,PISANGAN TIMUR,PULOGADUNG,KOTA ADM. JAKARTA TIMUR,31.75.02.1002,31.75.02,31.75,BERAT,312802.151400753,2769.67026943578,JAKARTA TIMUR,0.9
996,618,619,3,PISANGAN BARU,MATRAMAN,KOTA ADM. JAKARTA TIMUR,31.75.01.1001,31.75.01,31.75,BERAT,392.81136308370503,120.579086203553,JAKARTA TIMUR,0.9
997,618,619,3,UTAN KAYU UTARA,MATRAMAN,KOTA ADM. JAKARTA TIMUR,31.75.01.1002,31.75.01,31.75,BERAT,532082.660839497,4604.71135272067,JAKARTA TIMUR,0.9
998,618,619,3,KAYU PUTIH,PULOGADUNG,KOTA ADM. JAKARTA TIMUR,31.75.02.1006,31.75.02,31.75,BERAT,3030247.74200583,13863.220539634402,JAKARTA TIMUR,0.9
999,618,619,3,JATI,PULOGADUNG,KOTA ADM. JAKARTA TIMUR,31.75.02.1007,31.75.02,31.75,BERAT,929652.011034027,10188.8986180155,JAKARTA TIMUR,0.9
1000,618,619,3,CIPINANG MUARA,JATINEGARA,KOTA ADM. JAKARTA TIMUR,31.75.03.1006,31.75.03,31.75,BERAT,562465.3436756469,4837.31564924818,JAKARTA TIMUR,0.9
1001,618,619,3,CIPINANG BESAR SELATAN,JATINEGARA,KOTA ADM. JAKARTA TIMUR,31.75.03.1007,31.75.03,31.75,BERAT,115513.964128811,1944.01663764778,JAKARTA TIMUR,0.9
1002,618,619,3,CIPINANG BESAR UTARA,JATINEGARA,KOTA ADM. JAKARTA TIMUR,31.75.03.1008,31.75.03,31.75,BERAT,254757.73080967105,2384.13474133809,JAKARTA TIMUR,0.9
1003,618,619,3,JATINEGARA,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1001,31.75.06,31.75,BERAT,3316045.50420824,20029.0477265001,JAKARTA TIMUR,0.9
1004,618,619,3,RAWA TERATE,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1002,31.75.06,31.75,BERAT,2883999.86060027,19341.780753786,JAKARTA TIMUR,0.9
1005,618,619,3,PENGGILINGAN,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1003,31.75.06,31.75,BERAT,1921107.55703809,17407.4786880624,JAKARTA TIMUR,0.9
1006,618,619,3,CAKUNG TIMUR,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1004,31.75.06,31.75,BERAT,6746877.0594292,27451.4744423353,JAKARTA TIMUR,0.9
1007,618,619,3,PULO GEBANG,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1005,31.75.06,31.75,BERAT,3489858.35386576,20863.470256592,JAKARTA TIMUR,0.9
1008,618,619,3,UJUNG MENTENG,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1006,31.75.06,31.75,BERAT,1656076.01051157,14494.2827266568,JAKARTA TIMUR,0.9
1009,618,619,3,CAKUNG BARAT,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1007,31.75.06,31.75,BERAT,5363596.49483507,20535.5614746876,JAKARTA TIMUR,0.9
1010,618,619,3,DUREN SAWIT,DUREN SAWIT,KOTA ADM. JAKARTA TIMUR,31.75.07.1001,31.75.07,31.75,BERAT,831.259747049555,149.429822050039,JAKARTA TIMUR,0.9
1011,618,619,3,KLENDER,DUREN SAWIT,KOTA ADM. JAKARTA TIMUR,31.75.07.1003,31.75.07,31.75,BERAT,373504.98876075697,4805.20161335162,JAKARTA TIMUR,0.9
1012,618,619,3,MALAKA SARI,DUREN SAWIT,KOTA ADM. JAKARTA TIMUR,31.75.07.1005,31.75.07,31.75,BERAT,488.857133555976,105.205196950858,JAKARTA TIMUR,0.9
1013,618,619,3,MALAKA JAYA,DUREN SAWIT,KOTA ADM. JAKARTA TIMUR,31.75.07.1006,31.75.07,31.75,BERAT,61525.703312936406,1434.87016148628,JAKARTA TIMUR,0.9
1014,618,619,3,PONDOK KOPI,DUREN SAWIT,KOTA ADM. JAKARTA TIMUR,31.75.07.1007,31.75.07,31.75,BERAT,645278.5700804851,5208.89973966468,JAKARTA TIMUR,0.9
1015,619,620,3,KUNINGAN TIMUR,SETIABUDI,KOTA ADM. JAKARTA SELATAN,31.74.02.1008,31.74.02,31.74,BERAT,6846.86206270237,377.293209881864,JAKARTA SELATAN,0.9
1016,620,621,2,KARET KUNINGAN,SETIABUDI,KOTA ADM. JAKARTA SELATAN,31.74.02.1003,31.74.02,31.74,SEDANG,720.2755248827331,359.24788526735904,JAKARTA SELATAN,0.6
1017,620,621,2,KUNINGAN TIMUR,SETIABUDI,KOTA ADM. JAKARTA SELATAN,31.74.02.1008,31.74.02,31.74,SEDANG,102678.161975764,1669.6498720026502,JAKARTA SELATAN,0.6
1018,621,622,3,MENTENG DALAM,TEBET,KOTA ADM. JAKARTA SELATAN,31.74.01.1003,31.74.01,31.74,BERAT,6403.80859391326,374.98004147791,JAKARTA SELATAN,0.9
1019,622,623,2,CIPINANG CEMPEDAK,JATINEGARA,KOTA ADM. JAKARTA TIMUR,31.75.03.1005,31.75.03,31.75,SEDANG,49999.999999358995,999.999999986884,JAKARTA TIMUR,0.6
1020,623,624,3,CIPINANG MUARA,JATINEGARA,KOTA ADM. JAKARTA TIMUR,31.75.03.1006,31.75.03,31.75,BERAT,62380.7893819406,1046.20369680619,JAKARTA TIMUR,0.9
1021,623,624,3,CIPINANG BESAR SELATAN,JATINEGARA,KOTA ADM. JAKARTA TIMUR,31.75.03.1007,31.75.03,31.75,BERAT,15923.6539784211,572.025344949475,JAKARTA TIMUR,0.9
1022,624,625,3,PONDOK KOPI,DUREN SAWIT,KOTA ADM. JAKARTA TIMUR,31.75.07.1007,31.75.07,31.75,BERAT,13654.2830612284,565.895366851811,JAKARTA TIMUR,0.9
1023,625,626,3,JOGLO,KEMBANGAN,KOTA ADM. JAKARTA BARAT,31.73.08.1005,31.73.08,31.73,BERAT,230624.173166362,2168.3274112817403,JAKARTA BARAT,0.9
1024,625,626,3,PETUKANGAN UTARA,PESANGGRAHAN,KOTA ADM. JAKARTA SELATAN,31.74.10.1003,31.74.10,31.74,BERAT,360941.175601399,3332.29843857374,JAKARTA SELATAN,0.9
1025,626,627,2,PETUKANGAN UTARA,PESANGGRAHAN,KOTA ADM. JAKARTA SELATAN,31.74.10.1003,31.74.10,31.74,SEDANG,9999.99999960358,399.9999999920721,JAKARTA SELATAN,0.6
1026,627,628,2,SUKABUMI SELATAN,KEBON JERUK,KOTA ADM. JAKARTA BARAT,31.73.05.1003,31.73.05,31.73,SEDANG,32275.1180072448,1090.61248788342,JAKARTA BARAT,0.6
1027,627,628,2,GROGOL SELATAN,KEBAYORAN LAMA,KOTA ADM. JAKARTA SELATAN,31.74.05.1005,31.74.05,31.74,SEDANG,96796.956882492,1658.56764793104,JAKARTA SELATAN,0.6
1028,628,629,2,SELONG,KEBAYORAN BARU,KOTA ADM. JAKARTA SELATAN,31.74.07.1004,31.74.07,31.74,SEDANG,6403.80859434266,374.980041487054,JAKARTA SELATAN,0.6
1029,629,630,2,SELONG,KEBAYORAN BARU,KOTA ADM. JAKARTA SELATAN,31.74.07.1004,31.74.07,31.74,SEDANG,6403.80859434266,374.980041487054,JAKARTA SELATAN,0.6
1030,630,631,2,SELONG,KEBAYORAN BARU,KOTA ADM. JAKARTA SELATAN,31.74.07.1004,31.74.07,31.74,SEDANG,9756.29613198327,390.288478644592,JAKARTA SELATAN,0.6
1031,630,631,2,SENAYAN,KEBAYORAN BARU,KOTA ADM. JAKARTA SELATAN,31.74.07.1006,31.74.07,31.74,SEDANG,243.70386762031,90.547064023969,JAKARTA SELATAN,0.6
1032,631,632,2,PETUKANGAN UTARA,PESANGGRAHAN,KOTA ADM. JAKARTA SELATAN,31.74.10.1003,31.74.10,31.74,SEDANG,6403.80859434266,374.980041487054,JAKARTA SELATAN,0.6
1033,632,633,2,GELORA,TANAH ABANG,KOTA ADM. JAKARTA PUSAT,31.71.07.1001,31.71.07,31.71,SEDANG,2072034.07308268,12396.2512482135,JAKARTA PUSAT,0.6
1034,632,633,2,BENDUNGAN HILIR,TANAH ABANG,KOTA ADM. JAKARTA PUSAT,31.71.07.1002,31.71.07,31.71,SEDANG,546613.316648788,4666.66645033665,JAKARTA PUSAT,0.6
1035,632,633,2,PETAMBURAN,TANAH ABANG,KOTA ADM. JAKARTA PUSAT,31.71.07.1004,31.71.07,31.71,SEDANG,683286.149780651,5042.51328433492,JAKARTA PUSAT,0.6
1036,632,633,2,KEMANGGISAN,PAL MERAH,KOTA ADM. JAKARTA BARAT,31.73.07.1005,31.73.07,31.73,SEDANG,49618.0728476794,1177.66369416856,JAKARTA BARAT,0.6
1037,632,633,2,KOTA BAMBU SELATAN,PAL MERAH,KOTA ADM. JAKARTA BARAT,31.73.07.1006,31.73.07,31.73,SEDANG,52564.8261202026,1140.6742825907602,JAKARTA BARAT,0.6
1038,632,633,2,PALMERAH,PAL MERAH,KOTA ADM. JAKARTA BARAT,31.73.07.1001,31.73.07,31.73,SEDANG,284410.16897707,3986.3837482166905,JAKARTA BARAT,0.6
1039,632,633,2,SLIPI,PAL MERAH,KOTA ADM. JAKARTA BARAT,31.73.07.1002,31.73.07,31.73,SEDANG,672390.5508114791,4828.542187550661,JAKARTA BARAT,0.6
1040,632,633,2,SELONG,KEBAYORAN BARU,KOTA ADM. JAKARTA SELATAN,31.74.07.1004,31.74.07,31.74,SEDANG,39897.4979061576,931.8579251156732,JAKARTA SELATAN,0.6
1041,632,633,2,SENAYAN,KEBAYORAN BARU,KOTA ADM. JAKARTA SELATAN,31.74.07.1006,31.74.07,31.74,SEDANG,38170.772368935606,1357.16914206972,JAKARTA SELATAN,0.6
1042,632,633,2,GROGOL UTARA,KEBAYORAN LAMA,KOTA ADM. JAKARTA SELATAN,31.74.05.1004,31.74.05,31.74,SEDANG,304.187528994974,82.4929428783607,JAKARTA SELATAN,0.6
1043,632,633,2,GUNUNG,KEBAYORAN BARU,KOTA ADM. JAKARTA SELATAN,31.74.07.1002,31.74.07,31.74,SEDANG,87956.2192169522,1243.6968964377202,JAKARTA SELATAN,0.6
1044,633,634,2,TEBET TIMUR,TEBET,KOTA ADM. JAKARTA SELATAN,31.74.01.1001,31.74.01,31.74,SEDANG,53994.1406243421,1021.3587254746,JAKARTA SELATAN,0.6
1045,634,635,2,GROGOL SELATAN,KEBAYORAN LAMA,KOTA ADM. JAKARTA SELATAN,31.74.05.1005,31.74.05,31.74,SEDANG,13952.0263667797,543.3127086119971,JAKARTA SELATAN,0.6
1046,635,636,2,MENTENG DALAM,TEBET,KOTA ADM. JAKARTA SELATAN,31.74.01.1003,31.74.01,31.74,SEDANG,319979.312906747,2759.6231106644204,JAKARTA SELATAN,0.6
1047,635,636,2,MENTENG ATAS,SETIABUDI,KOTA ADM. JAKARTA SELATAN,31.74.02.1005,31.74.02,31.74,SEDANG,43111.2854549681,1002.61177308408,JAKARTA SELATAN,0.6
1048,636,637,3,MENTENG DALAM,TEBET,KOTA ADM. JAKARTA SELATAN,31.74.01.1003,31.74.01,31.74,BERAT,6403.80859305446,374.9800414596221,JAKARTA SELATAN,0.9
1049,637,638,3,CIPINANG CEMPEDAK,JATINEGARA,KOTA ADM. JAKARTA TIMUR,31.75.03.1005,31.75.03,31.75,BERAT,6846.80983448284,377.291876984233,JAKARTA TIMUR,0.9
1050,638,639,2,CIPINANG,PULOGADUNG,KOTA ADM. JAKARTA TIMUR,31.75.02.1003,31.75.02,31.75,SEDANG,691402.515912489,4530.60388549223,JAKARTA TIMUR,0.6
1051,638,639,2,JATINEGARA KAUM,PULOGADUNG,KOTA ADM. JAKARTA TIMUR,31.75.02.1004,31.75.02,31.75,SEDANG,8633.895497545542,458.143340297671,JAKARTA TIMUR,0.6
1052,638,639,2,RAWAMANGUN,PULOGADUNG,KOTA ADM. JAKARTA TIMUR,31.75.02.1005,31.75.02,31.75,SEDANG,12545.3511493261,667.0524247779771,JAKARTA TIMUR,0.6
1053,638,639,2,PISANGAN TIMUR,PULOGADUNG,KOTA ADM. JAKARTA TIMUR,31.75.02.1002,31.75.02,31.75,SEDANG,389025.91674036,3840.6568875562,JAKARTA TIMUR,0.6
1054,638,639,2,JATI,PULOGADUNG,KOTA ADM. JAKARTA TIMUR,31.75.02.1007,31.75.02,31.75,SEDANG,1163340.52597177,5086.83226328812,JAKARTA TIMUR,0.6
1055,638,639,2,CIPINANG MUARA,JATINEGARA,KOTA ADM. JAKARTA TIMUR,31.75.03.1006,31.75.03,31.75,SEDANG,1072184.38155334,6495.6275468883505,JAKARTA TIMUR,0.6
1056,638,639,2,CIPINANG BESAR SELATAN,JATINEGARA,KOTA ADM. JAKARTA TIMUR,31.75.03.1007,31.75.03,31.75,SEDANG,350134.674869295,5306.74466829694,JAKARTA TIMUR,0.6
1057,638,639,2,CIPINANG BESAR UTARA,JATINEGARA,KOTA ADM. JAKARTA TIMUR,31.75.03.1008,31.75.03,31.75,SEDANG,551847.505776127,6031.37022413955,JAKARTA TIMUR,0.6
1058,638,639,2,PONDOK BAMBU,DUREN SAWIT,KOTA ADM. JAKARTA TIMUR,31.75.07.1002,31.75.07,31.75,SEDANG,361526.90521928103,3127.1438167791503,JAKARTA TIMUR,0.6
1059,638,639,2,KLENDER,DUREN SAWIT,KOTA ADM. JAKARTA TIMUR,31.75.07.1003,31.75.07,31.75,SEDANG,111782.183452745,1574.27279801177,JAKARTA TIMUR,0.6
1060,639,640,3,PETUKANGAN UTARA,PESANGGRAHAN,KOTA ADM. JAKARTA SELATAN,31.74.10.1003,31.74.10,31.74,BERAT,40433.2949605044,1014.70235467315,JAKARTA SELATAN,0.9
1061,640,641,2,ULUJAMI,PESANGGRAHAN,KOTA ADM. JAKARTA SELATAN,31.74.10.1005,31.74.10,31.74,SEDANG,6846.86206240836,377.293209873596,JAKARTA SELATAN,0.6
1062,641,642,2,GUNUNG,KEBAYORAN BARU,KOTA ADM. JAKARTA SELATAN,31.74.07.1002,31.74.07,31.74,SEDANG,6403.80859348386,374.9800414687661,JAKARTA SELATAN,0.6
1063,642,643,2,GELORA,TANAH ABANG,KOTA ADM. JAKARTA PUSAT,31.71.07.1001,31.71.07,31.71,SEDANG,49896.3267950903,1040.89559828119,JAKARTA PUSAT,0.6
1064,642,643,2,BENDUNGAN HILIR,TANAH ABANG,KOTA ADM. JAKARTA PUSAT,31.71.07.1002,31.71.07,31.71,SEDANG,47744.3053814289,1015.1508484369,JAKARTA PUSAT,0.6
1065,642,643,2,SELONG,KEBAYORAN BARU,KOTA ADM. JAKARTA SELATAN,31.74.07.1004,31.74.07,31.74,SEDANG,103103.729112957,1458.42460405169,JAKARTA SELATAN,0.6
1066,642,643,2,RAWA BARAT,KEBAYORAN BARU,KOTA ADM. JAKARTA SELATAN,31.74.07.1005,31.74.07,31.74,SEDANG,9285.952077190952,631.929682214194,JAKARTA SELATAN,0.6
1067,642,643,2,SENAYAN,KEBAYORAN BARU,KOTA ADM. JAKARTA SELATAN,31.74.07.1006,31.74.07,31.74,SEDANG,687740.87165247,4103.400926660491,JAKARTA SELATAN,0.6
1068,642,643,2,KARET SEMANGGI,SETIABUDI,KOTA ADM. JAKARTA SELATAN,31.74.02.1002,31.74.02,31.74,SEDANG,19515.1974115553,950.490713585308,JAKARTA SELATAN,0.6
1069,643,644,2,CIPINANG BESAR SELATAN,JATINEGARA,KOTA ADM. JAKARTA TIMUR,31.75.03.1007,31.75.03,31.75,SEDANG,6403.80859348386,374.9800414687661,JAKARTA TIMUR,0.6
1070,644,645,3,PONDOK BAMBU,DUREN SAWIT,KOTA ADM. JAKARTA TIMUR,31.75.07.1002,31.75.07,31.75,BERAT,6846.80983378008,377.2918769647681,JAKARTA TIMUR,0.9
1071,645,646,2,PONDOK KELAPA,DUREN SAWIT,KOTA ADM. JAKARTA TIMUR,31.75.07.1004,31.75.07,31.75,SEDANG,14335.478157189902,855.750898212308,JAKARTA TIMUR,0.6
1072,645,646,2,MALAKA SARI,DUREN SAWIT,KOTA ADM. JAKARTA TIMUR,31.75.07.1005,31.75.07,31.75,SEDANG,34436.3706382229,920.4670307608992,JAKARTA TIMUR,0.6
1073,645,646,2,MALAKA JAYA,DUREN SAWIT,KOTA ADM. JAKARTA TIMUR,31.75.07.1006,31.75.07,31.75,SEDANG,91583.3892788968,1246.69307815274,JAKARTA TIMUR,0.6
1074,645,646,2,PONDOK KOPI,DUREN SAWIT,KOTA ADM. JAKARTA TIMUR,31.75.07.1007,31.75.07,31.75,SEDANG,78876.70988832679,1203.23506135213,JAKARTA TIMUR,0.6
1075,646,647,3,GROGOL SELATAN,KEBAYORAN LAMA,KOTA ADM. JAKARTA SELATAN,31.74.05.1005,31.74.05,31.74,BERAT,20641.6155390262,758.693979992873,JAKARTA SELATAN,0.9
1076,647,648,2,CIPULIR,KEBAYORAN LAMA,KOTA ADM. JAKARTA SELATAN,31.74.05.1003,31.74.05,31.74,SEDANG,38364.6178405245,933.393514057549,JAKARTA SELATAN,0.6
1077,647,648,2,GROGOL SELATAN,KEBAYORAN LAMA,KOTA ADM. JAKARTA SELATAN,31.74.05.1005,31.74.05,31.74,SEDANG,6941.08428730437,422.576295538832,JAKARTA SELATAN,0.6
1078,648,649,3,GROGOL SELATAN,KEBAYORAN LAMA,KOTA ADM. JAKARTA SELATAN,31.74.05.1005,31.74.05,31.74,BERAT,6403.80859324272,374.98004145292504,JAKARTA SELATAN,0.9
1079,649,650,2,GUNUNG,KEBAYORAN BARU,KOTA ADM. JAKARTA SELATAN,31.74.07.1002,31.74.07,31.74,SEDANG,6403.80859391326,374.98004147791,JAKARTA SELATAN,0.6
1080,650,651,2,KUNINGAN TIMUR,SETIABUDI,KOTA ADM. JAKARTA SELATAN,31.74.02.1008,31.74.02,31.74,SEDANG,30000.0000011576,723.6067977688931,JAKARTA SELATAN,0.6
1081,651,652,2,TEBET TIMUR,TEBET,KOTA ADM. JAKARTA SELATAN,31.74.01.1001,31.74.01,31.74,SEDANG,26562.5000019906,697.679830125644,JAKARTA SELATAN,0.6
1082,652,653,2,TEBET BARAT,TEBET,KOTA ADM. JAKARTA SELATAN,31.74.01.1002,31.74.01,31.74,SEDANG,402325.2303518579,3091.664992529,JAKARTA SELATAN,0.6
1083,652,653,2,MENTENG DALAM,TEBET,KOTA ADM. JAKARTA SELATAN,31.74.01.1003,31.74.01,31.74,SEDANG,9118.42278741682,497.573926066079,JAKARTA SELATAN,0.6
1084,653,654,3,CIPINANG CEMPEDAK,JATINEGARA,KOTA ADM. JAKARTA TIMUR,31.75.03.1005,31.75.03,31.75,BERAT,6846.80983466206,377.29187698957304,JAKARTA TIMUR,0.9
1085,654,655,2,KUNINGAN TIMUR,SETIABUDI,KOTA ADM. JAKARTA SELATAN,31.74.02.1008,31.74.02,31.74,SEDANG,13498.5382109453,567.3739261224081,JAKARTA SELATAN,0.6
1086,655,656,3,CIPINANG CEMPEDAK,JATINEGARA,KOTA ADM. JAKARTA TIMUR,31.75.03.1005,31.75.03,31.75,BERAT,6846.80983389482,377.291876967696,JAKARTA TIMUR,0.9
1087,656,657,3,CIPULIR,KEBAYORAN LAMA,KOTA ADM. JAKARTA SELATAN,31.74.05.1003,31.74.05,31.74,BERAT,10000.0000002741,400.000000005482,JAKARTA SELATAN,0.9
1088,657,658,2,KUNINGAN TIMUR,SETIABUDI,KOTA ADM. JAKARTA SELATAN,31.74.02.1008,31.74.02,31.74,SEDANG,54783.93554794861,1007.30176573295,JAKARTA SELATAN,0.6
1089,658,659,2,CIPINANG MUARA,JATINEGARA,KOTA ADM. JAKARTA TIMUR,31.75.03.1006,31.75.03,31.75,SEDANG,155886.767804943,2291.38404841117,JAKARTA TIMUR,0.6
1090,659,660,2,CIPULIR,KEBAYORAN LAMA,KOTA ADM. JAKARTA SELATAN,31.74.05.1003,31.74.05,31.74,SEDANG,6403.80859434266,374.980041487054,JAKARTA SELATAN,0.6
1091,660,661,3,GUNUNG,KEBAYORAN BARU,KOTA ADM. JAKARTA SELATAN,31.74.07.1002,31.74.07,31.74,BERAT,6846.86206299637,377.293209890132,JAKARTA SELATAN,0.9
1092,661,662,3,GUNUNG,KEBAYORAN BARU,KOTA ADM. JAKARTA SELATAN,31.74.07.1002,31.74.07,31.74,BERAT,6403.8085945838,374.980041502895,JAKARTA SELATAN,0.9
1093,662,663,2,KUNINGAN TIMUR,SETIABUDI,KOTA ADM. JAKARTA SELATAN,31.74.02.1008,31.74.02,31.74,SEDANG,177.758193712927,63.004856778811295,JAKARTA SELATAN,0.6
1094,662,663,2,MAMPANG PRAPATAN,MAMPANG PRAPATAN,KOTA ADM. JAKARTA SELATAN,31.74.03.1001,31.74.03,31.74,SEDANG,331.50585490390904,99.55949825100409,JAKARTA SELATAN,0.6
1095,662,663,2,KUNINGAN BARAT,MAMPANG PRAPATAN,KOTA ADM. JAKARTA SELATAN,31.74.03.1005,31.74.03,31.74,SEDANG,6337.59801494476,333.42272788269,JAKARTA SELATAN,0.6
1096,663,664,2,MENTENG DALAM,TEBET,KOTA ADM. JAKARTA SELATAN,31.74.01.1003,31.74.01,31.74,SEDANG,217194.0849746,2099.2488157292505,JAKARTA SELATAN,0.6
1097,664,665,3,CIPINANG MELAYU,MAKASAR,KOTA ADM. JAKARTA TIMUR,31.75.08.1005,31.75.08,31.75,BERAT,10000.0000002741,400.000000005482,JAKARTA TIMUR,0.9
1098,665,666,2,CIPINANG MUARA,JATINEGARA,KOTA ADM. JAKARTA TIMUR,31.75.03.1006,31.75.03,31.75,SEDANG,59936.2678694134,1159.22365540592,JAKARTA TIMUR,0.6
1099,665,666,2,PONDOK BAMBU,DUREN SAWIT,KOTA ADM. JAKARTA TIMUR,31.75.07.1002,31.75.07,31.75,SEDANG,47.3021075339744,33.526168950340896,JAKARTA TIMUR,0.6
1100,665,666,2,HALIM PERDANA KUSUMA,MAKASAR,KOTA ADM. JAKARTA TIMUR,31.75.08.1004,31.75.08,31.75,SEDANG,764.692932955422,127.777932894478,JAKARTA TIMUR,0.6
1101,665,666,2,CIPINANG MELAYU,MAKASAR,KOTA ADM. JAKARTA TIMUR,31.75.08.1005,31.75.08,31.75,SEDANG,30174.1510053197,774.45799578573,JAKARTA TIMUR,0.6
1102,666,667,2,TEBET TIMUR,TEBET,KOTA ADM. JAKARTA SELATAN,31.74.01.1001,31.74.01,31.74,SEDANG,15225.7388765101,666.038980198537,JAKARTA SELATAN,0.6
1103,666,667,2,TEBET BARAT,TEBET,KOTA ADM. JAKARTA SELATAN,31.74.01.1002,31.74.01,31.74,SEDANG,11750.5257640445,828.096469950452,JAKARTA SELATAN,0.6
1104,667,668,2,KEBON BARU,TEBET,KOTA ADM. JAKARTA SELATAN,31.74.01.1004,31.74.01,31.74,SEDANG,13952.0263654386,543.312708590196,JAKARTA SELATAN,0.6
1105,668,669,2,PONDOK KELAPA,DUREN SAWIT,KOTA ADM. JAKARTA TIMUR,31.75.07.1004,31.75.07,31.75,SEDANG,9999.99999960358,399.9999999920721,JAKARTA TIMUR,0.6
1106,669,670,2,PANCORAN,PANCORAN,KOTA ADM. JAKARTA SELATAN,31.74.08.1001,31.74.08,31.74,SEDANG,20000.0000018893,600.000000021634,JAKARTA SELATAN,0.6
1107,670,671,2,PONDOK KELAPA,DUREN SAWIT,KOTA ADM. JAKARTA TIMUR,31.75.07.1004,31.75.07,31.75,SEDANG,236949.409435735,2673.7879920643604,JAKARTA TIMUR,0.6
1108,671,672,2,PANCORAN,PANCORAN,KOTA ADM. JAKARTA SELATAN,31.74.08.1001,31.74.08,31.74,SEDANG,6403.80859348386,374.9800414687661,JAKARTA SELATAN,0.6
1109,672,673,1,CIPINANG CEMPEDAK,JATINEGARA,KOTA ADM. JAKARTA TIMUR,31.75.03.1005,31.75.03,31.75,RINGAN,57947.8060475766,1191.88030960015,JAKARTA TIMUR,0.3
1110,673,674,2,PONDOK KELAPA,DUREN SAWIT,KOTA ADM. JAKARTA TIMUR,31.75.07.1004,31.75.07,31.75,SEDANG,6403.80859348386,374.9800414687661,JAKARTA TIMUR,0.6
1111,674,675,2,KRAMAT PELA,KEBAYORAN BARU,KOTA ADM. JAKARTA SELATAN,31.74.07.1003,31.74.07,31.74,SEDANG,132856.01037819902,1618.7369800768902,JAKARTA SELATAN,0.6
1112,674,675,2,GUNUNG,KEBAYORAN BARU,KOTA ADM. JAKARTA SELATAN,31.74.07.1002,31.74.07,31.74,SEDANG,383725.4722855481,3066.56090689615,JAKARTA SELATAN,0.6
1113,675,676,2,MAMPANG PRAPATAN,MAMPANG PRAPATAN,KOTA ADM. JAKARTA SELATAN,31.74.03.1001,31.74.03,31.74,SEDANG,87271.71659707441,1302.0138306847605,JAKARTA SELATAN,0.6
1114,676,677,2,CIPINANG BESAR SELATAN,JATINEGARA,KOTA ADM. JAKARTA TIMUR,31.75.03.1007,31.75.03,31.75,SEDANG,6438.49053890034,328.914878548849,JAKARTA TIMUR,0.6
1115,676,677,2,HALIM PERDANA KUSUMA,MAKASAR,KOTA ADM. JAKARTA TIMUR,31.75.08.1004,31.75.08,31.75,SEDANG,50488.3298485472,1000.1352156362,JAKARTA TIMUR,0.6
1116,676,677,2,CIPINANG MELAYU,MAKASAR,KOTA ADM. JAKARTA TIMUR,31.75.08.1005,31.75.08,31.75,SEDANG,23073.1806747882,762.24369476886,JAKARTA TIMUR,0.6
1117,677,678,1,PONDOK BAMBU,DUREN SAWIT,KOTA ADM. JAKARTA TIMUR,31.75.07.1002,31.75.07,31.75,RINGAN,446703.12851363,3251.5896731401,JAKARTA TIMUR,0.3
1118,678,679,2,PONDOK KELAPA,DUREN SAWIT,KOTA ADM. JAKARTA TIMUR,31.75.07.1004,31.75.07,31.75,SEDANG,6403.80859391326,374.98004147791,JAKARTA TIMUR,0.6
1119,679,680,2,PETUKANGAN SELATAN,PESANGGRAHAN,KOTA ADM. JAKARTA SELATAN,31.74.10.1004,31.74.10,31.74,SEDANG,20000.0000025598,600.000000035045,JAKARTA SELATAN,0.6
