OBJECTID,FID_BANJIR,ID,GRIDCODE,kelurahan,kecamatan,kota_administrasi,kode_kelurahan,kode_kecamatan,kode_kota,risk_class,shape_area,shape_len,city,baseline_score
462,350,351,3,KEMAYORAN,KEMAYORAN,KOTA ADM. JAKARTA PUSAT,31.71.03.1001,31.71.03,31.71,BERAT,4714.276817399191,319.03797033304403,JAKARTA PUSAT,0.9
463,351,352,2,CAKUNG BARAT,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1007,31.75.06,31.75,SEDANG,6846.80983436807,377.29187698130505,JAKARTA TIMUR,0.6
464,352,353,2,CAKUNG TIMUR,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1004,31.75.06,31.75,SEDANG,180230.40003998,1793.8869462024902,JAKARTA TIMUR,0.6
465,353,354,3,GAMBIR,GAMBIR,KOTA ADM. JAKARTA PUSAT,31.71.01.1001,31.71.01,31.71,BERAT,316.242803178274,99.8250402675375,JAKARTA PUSAT,0.9
466,353,354,3,KEBON KELAPA,GAMBIR,KOTA ADM. JAKARTA PUSAT,31.71.01.1005,31.71.01,31.71,BERAT,6530.6192591873905,354.944278296516,JAKARTA PUSAT,0.9
467,354,355,2,PEGANGSAAN DUA,KELAPA GADING,KOTA ADM. JAKARTA UTARA,31.72.06.1002,31.72.06,31.72,SEDANG,13498.5382109453,567.3739261224081,JAKARTA UTARA,0.6
468,355,356,2,CAKUNG TIMUR,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1004,31.75.06,31.75,SEDANG,6846.80983389482,377.291876967696,JAKARTA TIMUR,0.6
469,356,357,2,CAKUNG TIMUR,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1004,31.75.06,31.75,SEDANG,13443.0793283535,551.5868568819641,JAKARTA TIMUR,0.6
470,357,358,2,KEDAUNG KALI ANGKE,CENGKARENG,KOTA ADM. JAKARTA BARAT,31.73.01.1004,31.73.01,31.73,SEDANG,597198.407704429,5428.37350163113,JAKARTA BARAT,0.6
471,357,358,2,KEMBANGAN UTARA,KEMBANGAN,KOTA ADM. JAKARTA BARAT,31.73.08.1001,31.73.08,31.73,SEDANG,263568.076247745,2417.9740788184104,JAKARTA BARAT,0.6
472,357,358,2,KEDOYA UTARA,KEBON JERUK,KOTA ADM. JAKARTA BARAT,31.73.05.1006,31.73.05,31.73,SEDANG,481787.37116013,3321.03266336883,JAKARTA BARAT,0.6
473,358,359,3,GUNUNG SAHARI SELATAN,KEMAYORAN,KOTA ADM. JAKARTA PUSAT,31.71.03.1005,31.71.03,31.71,BERAT,6081.27799407736,335.819842863812,JAKARTA PUSAT,0.9
474,358,359,3,PASAR BARU,SAWAH BESAR,KOTA ADM. JAKARTA PUSAT,31.71.02.1001,31.71.02,31.71,BERAT,765.5840682721121,126.151285185343,JAKARTA PUSAT,0.9
475,359,360,2,CAKUNG TIMUR,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1004,31.75.06,31.75,SEDANG,14564.9253614136,1016.62263187165,JAKARTA TIMUR,0.6
476,359,360,2,CAKUNG BARAT,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1007,31.75.06,31.75,SEDANG,281443.689460838,2395.51988027694,JAKARTA TIMUR,0.6
477,360,361,3,PASAR BARU,SAWAH BESAR,KOTA ADM. JAKARTA PUSAT,31.71.02.1001,31.71.02,31.71,BERAT,6846.86206270237,377.293209881864,JAKARTA PUSAT,0.9
478,361,362,3,SEMANAN,KALIDERES,KOTA ADM. JAKARTA BARAT,31.73.06.1002,31.73.06,31.73,BERAT,6846.86206270237,377.293209881864,JAKARTA BARAT,0.9
479,362,363,3,GAMBIR,GAMBIR,KOTA ADM. JAKARTA PUSAT,31.71.01.1001,31.71.01,31.71,BERAT,6846.86206299637,377.293209890132,JAKARTA PUSAT,0.9
480,363,364,3,PASAR BARU,SAWAH BESAR,KOTA ADM. JAKARTA PUSAT,31.71.02.1001,31.71.02,31.71,BERAT,89999.9999984438,1199.99999998963,JAKARTA PUSAT,0.9
481,364,365,2,SEMANAN,KALIDERES,KOTA ADM. JAKARTA BARAT,31.73.06.1002,31.73.06,31.73,SEDANG,26293.1823710593,667.368270491797,JAKARTA BARAT,0.6
482,365,366,2,KEDOYA UTARA,KEBON JERUK,KOTA ADM. JAKARTA BARAT,31.73.05.1006,31.73.05,31.73,SEDANG,156673.940308575,1772.98443512285,JAKARTA BARAT,0.6
483,366,367,2,DURI KEPA,KEBON JERUK,KOTA ADM. JAKARTA BARAT,31.73.05.1005,31.73.05,31.73,SEDANG,85567.6592141806,1256.58590833698,JAKARTA BARAT,0.6
484,367,368,2,CAKUNG TIMUR,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1004,31.75.06,31.75,SEDANG,13498.0022155051,567.3672554281541,JAKARTA TIMUR,0.6
485,368,369,3,SEMANAN,KALIDERES,KOTA ADM. JAKARTA BARAT,31.73.06.1002,31.73.06,31.73,BERAT,13100.3191992999,539.928106800691,JAKARTA BARAT,0.9
486,369,370,2,KEDOYA UTARA,KEBON JERUK,KOTA ADM. JAKARTA BARAT,31.73.05.1006,31.73.05,31.73,SEDANG,32228.7863852104,853.5567183247621,JAKARTA BARAT,0.6
487,370,371,3,GAMBIR,GAMBIR,KOTA ADM. JAKARTA PUSAT,31.71.01.1001,31.71.01,31.71,BERAT,2384.55838189465,250.93461457322,JAKARTA PUSAT,0.9
488,370,371,3,PASAR BARU,SAWAH BESAR,KOTA ADM. JAKARTA PUSAT,31.71.02.1001,31.71.02,31.71,BERAT,11269.8095420214,583.496446553806,JAKARTA PUSAT,0.9
489,371,372,2,KELAPA GADING BARAT,KELAPA GADING,KOTA ADM. JAKARTA UTARA,31.72.06.1003,31.72.06,31.72,SEDANG,6846.80983448284,377.291876984234,JAKARTA UTARA,0.6
490,372,373,2,CAKUNG BARAT,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1007,31.75.06,31.75,SEDANG,6846.80983448284,377.291876984234,JAKARTA TIMUR,0.6
491,373,374,3,CAKUNG TIMUR,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1004,31.75.06,31.75,BERAT,6846.80983436807,377.29187698130505,JAKARTA TIMUR,0.9
492,374,375,2,CAKUNG TIMUR,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1004,31.75.06,31.75,SEDANG,156469.051013329,1831.04082462335,JAKARTA TIMUR,0.6
493,374,375,2,UJUNG MENTENG,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1006,31.75.06,31.75,SEDANG,2549.79651509338,227.72475589376,JAKARTA TIMUR,0.6
494,375,376,2,SEMANAN,KALIDERES,KOTA ADM. JAKARTA BARAT,31.73.06.1002,31.73.06,31.73,SEDANG,435663.21471593104,4558.89539117616,JAKARTA BARAT,0.6
495,376,377,2,KAYU PUTIH,PULOGADUNG,KOTA ADM. JAKARTA TIMUR,31.75.02.1006,31.75.02,31.75,SEDANG,6846.80983436807,377.29187698130505,JAKARTA TIMUR,0.6
496,377,378,2,KELAPA GADING TIMUR,KELAPA GADING,KOTA ADM. JAKARTA UTARA,31.72.06.1001,31.72.06,31.72,SEDANG,79537.2789535741,1161.33023746616,JAKARTA UTARA,0.6
497,377,378,2,PEGANGSAAN DUA,KELAPA GADING,KOTA ADM. JAKARTA UTARA,31.72.06.1002,31.72.06,31.72,SEDANG,11406.9998110799,612.178517730554,JAKARTA UTARA,0.6
498,378,379,2,DURI KOSAMBI,CENGKARENG,KOTA ADM. JAKARTA BARAT,31.73.01.1002,31.73.01,31.73,SEDANG,88981.34859309,1300.40549496577,JAKARTA BARAT,0.6
499,379,380,3,KEMBANGAN UTARA,KEMBANGAN,KOTA ADM. JAKARTA BARAT,31.73.08.1001,31.73.08,31.73,BERAT,6403.80859314859,374.980041456273,JAKARTA BARAT,0.9
500,380,381,2,KEMBANGAN UTARA,KEMBANGAN,KOTA ADM. JAKARTA BARAT,31.73.08.1001,31.73.08,31.73,SEDANG,127277.602178058,1590.67324142263,JAKARTA BARAT,0.6
501,381,382,2,TOMANG,GROGOL PETAMBURAN,KOTA ADM. JAKARTA BARAT,31.73.02.1003,31.73.02,31.73,SEDANG,533591.5586289631,2944.22854961053,JAKARTA BARAT,0.6
502,381,382,2,TANJUNG DUREN SELATAN,GROGOL PETAMBURAN,KOTA ADM. JAKARTA BARAT,31.73.02.1005,31.73.02,31.73,SEDANG,2219.39303858736,260.77805075221903,JAKARTA BARAT,0.6
503,382,383,1,SENEN,SENEN,KOTA ADM. JAKARTA PUSAT,31.71.04.1001,31.71.04,31.71,RINGAN,13497.9403753454,567.365717978594,JAKARTA PUSAT,0.3
504,383,384,3,CEMPAKA PUTIH BARAT,CEMPAKA PUTIH,KOTA ADM. JAKARTA PUSAT,31.71.05.1002,31.71.05,31.71,BERAT,6846.80983407408,377.291876973036,JAKARTA PUSAT,0.9
505,384,385,2,KEMBANGAN UTARA,KEMBANGAN,KOTA ADM. JAKARTA BARAT,31.73.08.1001,31.73.08,31.73,SEDANG,87683.1430550303,1219.5757224154,JAKARTA BARAT,0.6
506,385,386,2,CAKUNG BARAT,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1007,31.75.06,31.75,SEDANG,6846.80983489162,377.29187699543104,JAKARTA TIMUR,0.6
507,386,387,2,DURI KOSAMBI,CENGKARENG,KOTA ADM. JAKARTA BARAT,31.73.01.1002,31.73.01,31.73,SEDANG,23827.4331842418,621.868684694531,JAKARTA BARAT,0.6
508,387,388,3,DURI KOSAMBI,CENGKARENG,KOTA ADM. JAKARTA BARAT,31.73.01.1002,31.73.01,31.73,BERAT,9999.99999960358,399.9999999920721,JAKARTA BARAT,0.9
509,388,389,2,DURI KOSAMBI,CENGKARENG,KOTA ADM. JAKARTA BARAT,31.73.01.1002,31.73.01,31.73,SEDANG,428351.793401801,3512.34003337261,JAKARTA BARAT,0.6
510,388,389,2,SEMANAN,KALIDERES,KOTA ADM. JAKARTA BARAT,31.73.06.1002,31.73.06,31.73,SEDANG,525759.521350878,4298.508776270211,JAKARTA BARAT,0.6
511,389,390,2,KEMBANGAN UTARA,KEMBANGAN,KOTA ADM. JAKARTA BARAT,31.73.08.1001,31.73.08,31.73,SEDANG,11621.7041009673,575.502271239184,JAKARTA BARAT,0.6
512,390,391,2,DURI KEPA,KEBON JERUK,KOTA ADM. JAKARTA BARAT,31.73.05.1005,31.73.05,31.73,SEDANG,26868.565975789803,747.593734229499,JAKARTA BARAT,0.6
513,391,392,3,GAMBIR,GAMBIR,KOTA ADM. JAKARTA PUSAT,31.71.01.1001,31.71.01,31.71,BERAT,6846.862062587601,377.293209878935,JAKARTA PUSAT,0.9
514,392,393,2,KAYU PUTIH,PULOGADUNG,KOTA ADM. JAKARTA TIMUR,31.75.02.1006,31.75.02,31.75,SEDANG,6846.80983418881,377.291876975964,JAKARTA TIMUR,0.6
515,393,394,2,CAKUNG BARAT,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1007,31.75.06,31.75,SEDANG,6846.8098339593,377.291876970107,JAKARTA TIMUR,0.6
516,394,395,2,KEMBANGAN UTARA,KEMBANGAN,KOTA ADM. JAKARTA BARAT,31.73.08.1001,31.73.08,31.73,SEDANG,13654.3679244528,565.896253224356,JAKARTA BARAT,0.6
517,395,396,2,TANJUNG DUREN SELATAN,GROGOL PETAMBURAN,KOTA ADM. JAKARTA BARAT,31.73.02.1005,31.73.02,31.73,SEDANG,66932.4109712646,1158.95137485997,JAKARTA BARAT,0.6
518,396,397,2,GAMBIR,GAMBIR,KOTA ADM. JAKARTA PUSAT,31.71.01.1001,31.71.01,31.71,SEDANG,31936.5785633376,834.375594684815,JAKARTA PUSAT,0.6
519,396,397,2,PETOJO SELATAN,GAMBIR,KOTA ADM. JAKARTA PUSAT,31.71.01.1004,31.71.01,31.71,SEDANG,20537.3425420852,784.456311568937,JAKARTA PUSAT,0.6
520,397,398,2,GAMBIR,GAMBIR,KOTA ADM. JAKARTA PUSAT,31.71.01.1001,31.71.01,31.71,SEDANG,71361.396275502,1118.93426771371,JAKARTA PUSAT,0.6
521,398,399,3,CEMPAKA PUTIH BARAT,CEMPAKA PUTIH,KOTA ADM. JAKARTA PUSAT,31.71.05.1002,31.71.05,31.71,BERAT,38173.3649215411,916.640378518097,JAKARTA PUSAT,0.9
522,399,400,2,GAMBIR,GAMBIR,KOTA ADM. JAKARTA PUSAT,31.71.01.1001,31.71.01,31.71,SEDANG,6846.86206270237,377.293209881864,JAKARTA PUSAT,0.6
523,400,401,2,CAKUNG BARAT,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1007,31.75.06,31.75,SEDANG,6846.80983436807,377.29187698130505,JAKARTA TIMUR,0.6
524,401,402,2,TANAH TINGGI,JOHAR BARU,KOTA ADM. JAKARTA PUSAT,31.71.08.1004,31.71.08,31.71,SEDANG,6403.80859348386,374.9800414687661,JAKARTA PUSAT,0.6
525,402,403,3,TANAH TINGGI,JOHAR BARU,KOTA ADM. JAKARTA PUSAT,31.71.08.1004,31.71.08,31.71,BERAT,4049.5797546349304,268.919457692148,JAKARTA PUSAT,0.9
526,402,403,3,KAMPUNG RAWA,JOHAR BARU,KOTA ADM. JAKARTA PUSAT,31.71.08.1002,31.71.08,31.71,BERAT,2354.22883812633,227.40229097327105,JAKARTA PUSAT,0.9
527,403,404,3,CAKUNG BARAT,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1007,31.75.06,31.75,BERAT,6846.80983407408,377.291876973036,JAKARTA TIMUR,0.9
528,404,405,2,GAMBIR,GAMBIR,KOTA ADM. JAKARTA PUSAT,31.71.01.1001,31.71.01,31.71,SEDANG,13497.9403762152,567.3657179815231,JAKARTA PUSAT,0.6
529,405,406,1,JOHAR BARU,JOHAR BARU,KOTA ADM. JAKARTA PUSAT,31.71.08.1001,31.71.08,31.71,RINGAN,4974.0962797823,313.024602574112,JAKARTA PUSAT,0.3
530,405,406,1,KAMPUNG RAWA,JOHAR BARU,KOTA ADM. JAKARTA PUSAT,31.71.08.1002,31.71.08,31.71,RINGAN,1872.71355429357,203.47105404224504,JAKARTA PUSAT,0.3
531,406,407,3,PULO GADUNG,PULOGADUNG,KOTA ADM. JAKARTA TIMUR,31.75.02.1001,31.75.02,31.75,BERAT,6846.80983489162,377.29187699543104,JAKARTA TIMUR,0.9
532,407,408,3,CAKUNG TIMUR,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1004,31.75.06,31.75,BERAT,6846.80983436807,377.29187698130505,JAKARTA TIMUR,0.9
533,408,409,2,PULO GADUNG,PULOGADUNG,KOTA ADM. JAKARTA TIMUR,31.75.02.1001,31.75.02,31.75,SEDANG,6846.80983459758,377.291876987162,JAKARTA TIMUR,0.6
534,409,410,3,CAKUNG TIMUR,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1004,31.75.06,31.75,BERAT,6846.80983459758,377.291876987162,JAKARTA TIMUR,0.9
535,410,411,1,KEDOYA SELATAN,KEBON JERUK,KOTA ADM. JAKARTA BARAT,31.73.05.1007,31.73.05,31.73,RINGAN,58552.3680214537,1012.03225219104,JAKARTA BARAT,0.3
536,411,412,2,GAMBIR,GAMBIR,KOTA ADM. JAKARTA PUSAT,31.71.01.1001,31.71.01,31.71,SEDANG,6256.69241109673,378.104018170532,JAKARTA PUSAT,0.6
537,411,412,2,KAMPUNG BALI,TANAH ABANG,KOTA ADM. JAKARTA PUSAT,31.71.07.1007,31.71.07,31.71,SEDANG,7241.24796380971,498.24129495805505,JAKARTA PUSAT,0.6
538,412,413,3,KRAMAT,SENEN,KOTA ADM. JAKARTA PUSAT,31.71.04.1004,31.71.04,31.71,BERAT,6846.86206240836,377.293209873596,JAKARTA PUSAT,0.9
539,413,414,2,CAKUNG BARAT,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1007,31.75.06,31.75,SEDANG,38173.364924062,916.640378536719,JAKARTA TIMUR,0.6
540,414,415,1,CEMPAKA PUTIH BARAT,CEMPAKA PUTIH,KOTA ADM. JAKARTA PUSAT,31.71.05.1002,31.71.05,31.71,RINGAN,67210.4737172597,1073.59251245208,JAKARTA PUSAT,0.3
541,415,416,2,CEMPAKA PUTIH TIMUR,CEMPAKA PUTIH,KOTA ADM. JAKARTA PUSAT,31.71.05.1001,31.71.05,31.71,SEDANG,3210.19973047596,287.189817949432,JAKARTA PUSAT,0.6
542,415,416,2,CEMPAKA PUTIH BARAT,CEMPAKA PUTIH,KOTA ADM. JAKARTA PUSAT,31.71.05.1002,31.71.05,31.71,SEDANG,3636.610103223021,275.81708757799703,JAKARTA PUSAT,0.6
543,416,417,2,KAYU PUTIH,PULOGADUNG,KOTA ADM. JAKARTA TIMUR,31.75.02.1006,31.75.02,31.75,SEDANG,26562.5000002043,697.679830109999,JAKARTA TIMUR,0.6
544,417,418,2,KELAPA GADING TIMUR,KELAPA GADING,KOTA ADM. JAKARTA UTARA,31.72.06.1001,31.72.06,31.72,SEDANG,1667345.37904008,8792.04517957553,JAKARTA UTARA,0.6
545,417,418,2,PEGANGSAAN DUA,KELAPA GADING,KOTA ADM. JAKARTA UTARA,31.72.06.1002,31.72.06,31.72,SEDANG,667408.120385645,7514.9729949291805,JAKARTA UTARA,0.6
546,417,418,2,KELAPA GADING BARAT,KELAPA GADING,KOTA ADM. JAKARTA UTARA,31.72.06.1003,31.72.06,31.72,SEDANG,4292493.59989762,21746.8987139392,JAKARTA UTARA,0.6
547,417,418,2,SUNTER JAYA,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1002,31.72.02,31.72,SEDANG,122878.052323506,1930.93444796033,JAKARTA UTARA,0.6
548,417,418,2,SUNGAI BAMBU,TANJUNG PRIOK,KOTA ADM. JAKARTA UTARA,31.72.02.1004,31.72.02,31.72,SEDANG,89622.8543971318,2012.32312901678,JAKARTA UTARA,0.6
549,417,418,2,PULO GADUNG,PULOGADUNG,KOTA ADM. JAKARTA TIMUR,31.75.02.1001,31.75.02,31.75,SEDANG,444936.237546301,3515.32167708052,JAKARTA TIMUR,0.6
550,417,418,2,KAYU PUTIH,PULOGADUNG,KOTA ADM. JAKARTA TIMUR,31.75.02.1006,31.75.02,31.75,SEDANG,18389.154804482103,1929.8075576093304,JAKARTA TIMUR,0.6
551,418,419,2,KEMBANGAN UTARA,KEMBANGAN,KOTA ADM. JAKARTA BARAT,31.73.08.1001,31.73.08,31.73,SEDANG,40890.780039147,1071.8137094461,JAKARTA BARAT,0.6
552,418,419,2,KEMBANGAN SELATAN,KEMBANGAN,KOTA ADM. JAKARTA BARAT,31.73.08.1006,31.73.08,31.73,SEDANG,120556.212470001,1412.3265837974502,JAKARTA BARAT,0.6
553,419,420,2,KAYU PUTIH,PULOGADUNG,KOTA ADM. JAKARTA TIMUR,31.75.02.1006,31.75.02,31.75,SEDANG,174652.693048119,1715.34307984612,JAKARTA TIMUR,0.6
554,420,421,2,KEDOYA SELATAN,KEBON JERUK,KOTA ADM. JAKARTA BARAT,31.73.05.1007,31.73.05,31.73,SEDANG,6846.8620621788305,377.293209867737,JAKARTA BARAT,0.6
555,421,422,1,DURI KEPA,KEBON JERUK,KOTA ADM. JAKARTA BARAT,31.73.05.1005,31.73.05,31.73,RINGAN,73066.54255065341,1171.84770030622,JAKARTA BARAT,0.3
556,421,422,1,KEDOYA SELATAN,KEBON JERUK,KOTA ADM. JAKARTA BARAT,31.73.05.1007,31.73.05,31.73,RINGAN,12161.6847485856,649.95521870093,JAKARTA BARAT,0.3
557,422,423,2,KEBON JERUK,KEBON JERUK,KOTA ADM. JAKARTA BARAT,31.73.05.1001,31.73.05,31.73,SEDANG,7079.897382680831,393.49852805369704,JAKARTA BARAT,0.6
558,422,423,2,DURI KEPA,KEBON JERUK,KOTA ADM. JAKARTA BARAT,31.73.05.1005,31.73.05,31.73,SEDANG,59961.4283175292,1092.7377733883102,JAKARTA BARAT,0.6
559,423,424,2,KEMANGGISAN,PAL MERAH,KOTA ADM. JAKARTA BARAT,31.73.07.1005,31.73.07,31.73,SEDANG,9776.52184468238,582.7452900802891,JAKARTA BARAT,0.6
560,423,424,2,KOTA BAMBU SELATAN,PAL MERAH,KOTA ADM. JAKARTA BARAT,31.73.07.1006,31.73.07,31.73,SEDANG,152953.315659582,2529.6832882068597,JAKARTA BARAT,0.6
561,423,424,2,KOTA BAMBU UTARA,PAL MERAH,KOTA ADM. JAKARTA BARAT,31.73.07.1003,31.73.07,31.73,SEDANG,206602.76083103105,3208.47891346466,JAKARTA BARAT,0.6
562,424,425,1,UJUNG MENTENG,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1006,31.75.06,31.75,RINGAN,23691.5555959805,710.0463035500811,JAKARTA TIMUR,0.3
563,425,426,3,JOHAR BARU,JOHAR BARU,KOTA ADM. JAKARTA PUSAT,31.71.08.1001,31.71.08,31.71,BERAT,13498.5382107914,567.373926116545,JAKARTA PUSAT,0.9
564,426,427,2,KEMANGGISAN,PAL MERAH,KOTA ADM. JAKARTA BARAT,31.73.07.1005,31.73.07,31.73,SEDANG,10668.1258273923,499.18808760029407,JAKARTA BARAT,0.6
565,426,427,2,KOTA BAMBU SELATAN,PAL MERAH,KOTA ADM. JAKARTA BARAT,31.73.07.1006,31.73.07,31.73,SEDANG,15625.5143105149,544.8054004455281,JAKARTA BARAT,0.6
566,427,428,2,GONDANGDIA,MENTENG,KOTA ADM. JAKARTA PUSAT,31.71.06.1004,31.71.06,31.71,SEDANG,6846.86206299637,377.293209890132,JAKARTA PUSAT,0.6
567,428,429,2,KAYU PUTIH,PULOGADUNG,KOTA ADM. JAKARTA TIMUR,31.75.02.1006,31.75.02,31.75,SEDANG,10000.0000002741,400.000000005482,JAKARTA TIMUR,0.6
568,429,430,2,KAYU PUTIH,PULOGADUNG,KOTA ADM. JAKARTA TIMUR,31.75.02.1006,31.75.02,31.75,SEDANG,6403.80859467793,374.980041499546,JAKARTA TIMUR,0.6
569,430,431,2,KEMBANGAN SELATAN,KEMBANGAN,KOTA ADM. JAKARTA BARAT,31.73.08.1006,31.73.08,31.73,SEDANG,6846.86206351991,377.293209904258,JAKARTA BARAT,0.6
570,431,432,2,KEMBANGAN SELATAN,KEMBANGAN,KOTA ADM. JAKARTA BARAT,31.73.08.1006,31.73.08,31.73,SEDANG,74222.0469165888,1097.6655784469,JAKARTA BARAT,0.6
571,432,433,2,KEMBANGAN SELATAN,KEMBANGAN,KOTA ADM. JAKARTA BARAT,31.73.08.1006,31.73.08,31.73,SEDANG,6846.86206270237,377.293209881864,JAKARTA BARAT,0.6
572,433,434,2,KEMANGGISAN,PAL MERAH,KOTA ADM. JAKARTA BARAT,31.73.07.1005,31.73.07,31.73,SEDANG,6846.8620622935905,377.293209870666,JAKARTA BARAT,0.6
573,434,435,2,CIKINI,MENTENG,KOTA ADM. JAKARTA PUSAT,31.71.06.1003,31.71.06,31.71,SEDANG,6846.86206270237,377.293209881864,JAKARTA PUSAT,0.6
574,435,436,2,RAWAMANGUN,PULOGADUNG,KOTA ADM. JAKARTA TIMUR,31.75.02.1005,31.75.02,31.75,SEDANG,9754.91162919342,603.277760144923,JAKARTA TIMUR,0.6
575,435,436,2,KAYU PUTIH,PULOGADUNG,KOTA ADM. JAKARTA TIMUR,31.75.02.1006,31.75.02,31.75,SEDANG,107702.174187721,1283.3319463163502,JAKARTA TIMUR,0.6
576,436,437,3,UJUNG MENTENG,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1006,31.75.06,31.75,BERAT,13654.2830612284,565.895366851811,JAKARTA TIMUR,0.9
577,437,438,2,KEBON JERUK,KEBON JERUK,KOTA ADM. JAKARTA BARAT,31.73.05.1001,31.73.05,31.73,SEDANG,6403.80859324272,374.98004145292504,JAKARTA BARAT,0.6
578,438,439,2,KEBON JERUK,KEBON JERUK,KOTA ADM. JAKARTA BARAT,31.73.05.1001,31.73.05,31.73,SEDANG,6403.8085950132,374.980041512039,JAKARTA BARAT,0.6
579,439,440,2,KEBON JERUK,KEBON JERUK,KOTA ADM. JAKARTA BARAT,31.73.05.1001,31.73.05,31.73,SEDANG,6403.80859305446,374.9800414596221,JAKARTA BARAT,0.6
580,440,441,1,JATINEGARA,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1001,31.75.06,31.75,RINGAN,6781.02009549876,365.426558247185,JAKARTA TIMUR,0.3
581,440,441,1,RAWA TERATE,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1002,31.75.06,31.75,RINGAN,65.7897387551592,37.892214280625694,JAKARTA TIMUR,0.3
582,441,442,2,PEGANGSAAN DUA,KELAPA GADING,KOTA ADM. JAKARTA UTARA,31.72.06.1002,31.72.06,31.72,SEDANG,133265.042857221,1702.99645037696,JAKARTA UTARA,0.6
583,441,442,2,PULO GADUNG,PULOGADUNG,KOTA ADM. JAKARTA TIMUR,31.75.02.1001,31.75.02,31.75,SEDANG,17938.1190319237,714.106632339662,JAKARTA TIMUR,0.6
584,441,442,2,JATINEGARA,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1001,31.75.06,31.75,SEDANG,182307.720030929,2828.38080044343,JAKARTA TIMUR,0.6
585,441,442,2,RAWA TERATE,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1002,31.75.06,31.75,SEDANG,1067888.12726815,6298.15602994782,JAKARTA TIMUR,0.6
586,442,443,2,JATINEGARA,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1001,31.75.06,31.75,SEDANG,1307.05253364802,189.469369443347,JAKARTA TIMUR,0.6
587,442,443,2,RAWA TERATE,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1002,31.75.06,31.75,SEDANG,104013.030479062,1526.2466604968802,JAKARTA TIMUR,0.6
588,443,444,2,PENGGILINGAN,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1003,31.75.06,31.75,SEDANG,79290.9177380242,1439.48767273443,JAKARTA TIMUR,0.6
589,444,445,3,UJUNG MENTENG,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1006,31.75.06,31.75,BERAT,6846.80983378008,377.2918769647681,JAKARTA TIMUR,0.9
590,445,446,2,KEMANGGISAN,PAL MERAH,KOTA ADM. JAKARTA BARAT,31.73.07.1005,31.73.07,31.73,SEDANG,75183.40632288651,1195.64395820096,JAKARTA BARAT,0.6
591,446,447,3,PENGGILINGAN,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1003,31.75.06,31.75,BERAT,10000.0000016152,400.000000032304,JAKARTA TIMUR,0.9
592,447,448,3,PULO GEBANG,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1005,31.75.06,31.75,BERAT,538.032438623469,121.91091468846,JAKARTA TIMUR,0.9
593,447,448,3,UJUNG MENTENG,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1006,31.75.06,31.75,BERAT,6308.7773955739,347.77793224990796,JAKARTA TIMUR,0.9
594,448,449,2,PULO GEBANG,CAKUNG,KOTA ADM. JAKARTA TIMUR,31.75.06.1005,31.75.06,31.75,SEDANG,6403.80859434266,374.980041487054,JAKARTA TIMUR,0.6
595,449,450,3,MERUYA UTARA,KEMBANGAN,KOTA ADM. JAKARTA BARAT,31.73.08.1002,31.73.08,31.73,BERAT,6846.8620621788305,377.293209867737,JAKARTA BARAT,0.9
596,450,451,2,GUNUNG SAHARI SELATAN,KEMAYORAN,KOTA ADM. JAKARTA PUSAT,31.71.03.1005,31.71.03,31.71,SEDANG,248360.85095732,4037.82003429998,JAKARTA PUSAT,0.6
